Request ID,Booking ID,Room ID,Room_Number,Room_Type,Request_Type,Capacity,Occupants,Client,Menu_ID,Menu_Name,orders,Time,Days,Room_Rate,Hotel_Cost,Food_Cost,Total_Cost,Request Start Date
356,785,5,L3,conference_room_large,party,50,42,Dondre Dach,9,steak 'n stuff,1,09:55:00,9,150,1350,18,1368,2016-03-07
356,785,5,L3,conference_room_large,party,50,42,Dondre Dach,9,steak 'n stuff,2,19:05:00,9,150,1350,36,1386,2016-03-07
356,785,5,L3,conference_room_large,party,50,42,Dondre Dach,15,tea,2,03:07:00,9,150,1350,5,1355,2016-03-07
357,786,3,S18,conference_room_small,conference,15,27,Darius Thiel,15,tea,5,09:53:00,5,80,400,12.5,412.5,2016-03-08
357,787,3,S19,conference_room_small,conference,15,27,Darius Thiel,3,wine,1,03:56:00,5,80,400,3.5,403.5,2016-03-08
357,787,3,S19,conference_room_small,conference,15,27,Darius Thiel,10,surf 'n turf,4,11:47:00,5,80,400,68,468,2016-03-08
357,787,3,S19,conference_room_small,conference,15,27,Darius Thiel,14,coffee,5,06:09:00,5,80,400,15,415,2016-03-08
358,788,5,L4,conference_room_large,wedding,50,47,Dr. Burrel Mann Jr.,0,water,3,06:15:00,9,150,1350,7.5,1357.5,2016-03-06
358,788,5,L4,conference_room_large,wedding,50,47,Dr. Burrel Mann Jr.,4,simple-breakfast,1,18:04:00,9,150,1350,5,1355,2016-03-06
358,788,5,L4,conference_room_large,wedding,50,47,Dr. Burrel Mann Jr.,5,french-breakfast,1,03:34:00,9,150,1350,7,1357,2016-03-06
358,788,5,L4,conference_room_large,wedding,50,47,Dr. Burrel Mann Jr.,5,french-breakfast,1,11:32:00,9,150,1350,7,1357,2016-03-06
358,788,5,L4,conference_room_large,wedding,50,47,Dr. Burrel Mann Jr.,5,french-breakfast,1,12:56:00,9,150,1350,7,1357,2016-03-06
359,789,1,X4,deluxe_room,business,3,6,Adel Howell DVM,NULL,NULL,NULL,NULL,9,150,1350,0,1350,2016-01-31
359,790,1,X5,deluxe_room,business,3,6,Adel Howell DVM,NULL,NULL,NULL,NULL,9,150,1350,0,1350,2016-01-31
360,791,5,L2,conference_room_large,party,50,37,Mrs. Rosey Lang MD,1,soft-drink,5,06:56:00,8,150,1200,15,1215,2016-02-22
360,791,5,L2,conference_room_large,party,50,37,Mrs. Rosey Lang MD,8,deluxe-lunch,5,05:38:00,8,150,1200,50,1250,2016-02-22
360,791,5,L2,conference_room_large,party,50,37,Mrs. Rosey Lang MD,10,surf 'n turf,3,03:23:00,8,150,1200,51,1251,2016-02-22
360,791,5,L2,conference_room_large,party,50,37,Mrs. Rosey Lang MD,11,vegetarian lasagna,5,10:30:00,8,150,1200,80,1280,2016-02-22
361,NULL,NULL,NULL,NULL,business,NULL,1,Bettina Moore,NULL,NULL,NULL,NULL,4,NULL,NULL,0,NULL,2016-03-28
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,0,water,4,11:20:00,11,150,1650,10,1660,2016-03-12
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,1,soft-drink,2,08:30:00,11,150,1650,6,1656,2016-03-12
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,1,soft-drink,3,14:32:00,11,150,1650,9,1659,2016-03-12
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,13,super soup,3,15:43:00,11,150,1650,42,1692,2016-03-12
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,13,super soup,5,12:57:00,11,150,1650,70,1720,2016-03-12
362,792,5,L5,conference_room_large,party,50,71,Marlie Hodkiewicz,15,tea,5,17:18:00,11,150,1650,12.5,1662.5,2016-03-12
362,793,5,L7,conference_room_large,party,50,71,Marlie Hodkiewicz,11,vegetarian lasagna,4,15:14:00,11,150,1650,64,1714,2016-03-12
362,793,5,L7,conference_room_large,party,50,71,Marlie Hodkiewicz,14,coffee,3,04:16:00,11,150,1650,9,1659,2016-03-12
363,794,5,L6,conference_room_large,conference,50,24,Haven Volkman,11,vegetarian lasagna,1,18:09:00,2,150,300,16,316,2016-01-27
364,795,3,S11,conference_room_small,conference,15,25,Mr. Burr Lang,7,simple-lunch,5,09:17:00,6,80,480,25,505,2016-02-18
364,796,3,S34,conference_room_small,conference,15,25,Mr. Burr Lang,7,simple-lunch,1,14:58:00,6,80,480,5,485,2016-02-18
365,797,5,L2,conference_room_large,wedding,50,36,Aretha Jakubowski,6,deluxe-breakfast,3,20:37:00,2,150,300,36,336,2016-02-06
365,797,5,L2,conference_room_large,wedding,50,36,Aretha Jakubowski,7,simple-lunch,1,10:38:00,2,150,300,5,305,2016-02-06
366,798,3,S21,conference_room_small,party,15,49,Vertie Keeling,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-01-08
366,799,3,S22,conference_room_small,party,15,49,Vertie Keeling,13,super soup,1,12:24:00,6,80,480,14,494,2016-01-08
366,800,3,S23,conference_room_small,party,15,49,Vertie Keeling,3,wine,5,20:53:00,6,80,480,17.5,497.5,2016-01-08
366,801,3,S24,conference_room_small,party,15,49,Vertie Keeling,8,deluxe-lunch,3,03:45:00,6,80,480,30,510,2016-01-08
367,802,4,N10,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,803,4,N11,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,804,4,N12,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,805,4,N13,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,806,4,N14,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,807,4,N15,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
367,808,4,N16,normal_room,holiday,1,7,Isaiah Fadel III,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-07
368,809,1,X0,deluxe_room,holiday,3,3,Hilary McClure,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-20
369,810,2,D2,double_room,business,3,3,Dr. Sky Hills,1,soft-drink,1,19:31:00,4,100,400,3,403,2016-03-02
370,811,2,D4,double_room,business,3,2,Layne Kozey,NULL,NULL,NULL,NULL,7,100,700,0,700,2016-01-21
371,812,2,D0,double_room,business,3,1,Ambrose Hammes,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-01-01
372,NULL,NULL,NULL,NULL,holiday,NULL,1,Vernia Breitenberg,NULL,NULL,NULL,NULL,6,NULL,NULL,0,NULL,2016-01-05
373,813,2,D0,double_room,holiday,3,5,Amie Ratke MD,15,tea,1,09:43:00,13,100,1300,2.5,1302.5,2016-02-09
373,814,2,D1,double_room,holiday,3,5,Amie Ratke MD,NULL,NULL,NULL,NULL,13,100,1300,0,1300,2016-02-09
374,NULL,NULL,NULL,NULL,holiday,NULL,7,Shyheim Hudson DVM,NULL,NULL,NULL,NULL,3,NULL,NULL,0,NULL,2016-01-20
375,NULL,NULL,NULL,NULL,party,NULL,39,Loraine Crooks,NULL,NULL,NULL,NULL,8,NULL,NULL,0,NULL,2016-01-19
376,815,2,D4,double_room,business,3,2,Mr. Kolton Zieme,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-27
377,816,5,L8,conference_room_large,party,50,57,Jaxen Watsica,NULL,NULL,NULL,NULL,7,150,1050,0,1050,2016-02-02
377,817,5,L9,conference_room_large,party,50,57,Jaxen Watsica,3,wine,3,00:07:00,7,150,1050,10.5,1060.5,2016-02-02
377,817,5,L9,conference_room_large,party,50,57,Jaxen Watsica,14,coffee,4,10:18:00,7,150,1050,12,1062,2016-02-02
377,817,5,L9,conference_room_large,party,50,57,Jaxen Watsica,15,tea,1,03:22:00,7,150,1050,2.5,1052.5,2016-02-02
377,817,5,L9,conference_room_large,party,50,57,Jaxen Watsica,15,tea,1,20:06:00,7,150,1050,2.5,1052.5,2016-02-02
378,818,2,D2,double_room,business,3,2,Dr. Pate Murray,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-01-08
379,819,2,D3,double_room,holiday,3,3,Clair Will,3,wine,3,21:51:00,11,100,1100,10.5,1110.5,2016-02-24
379,819,2,D3,double_room,holiday,3,3,Clair Will,6,deluxe-breakfast,5,23:06:00,11,100,1100,60,1160,2016-02-24
380,820,2,D7,double_room,business,3,2,Kimball Grimes,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-02-01
381,821,3,S25,conference_room_small,wedding,15,37,Elena Keebler,9,steak 'n stuff,5,02:59:00,6,80,480,90,570,2016-01-10
381,822,3,S26,conference_room_small,wedding,15,37,Elena Keebler,12,spareribs,1,02:33:00,6,80,480,17,497,2016-01-10
381,823,3,S27,conference_room_small,wedding,15,37,Elena Keebler,14,coffee,1,14:23:00,6,80,480,3,483,2016-01-10
382,824,3,S21,conference_room_small,party,15,14,Donnie Rempel,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-08
383,825,5,L1,conference_room_large,conference,50,18,Mr. Leamon Cummerata,9,steak 'n stuff,5,04:17:00,3,150,450,90,540,2016-01-30
384,826,2,D1,double_room,holiday,3,2,Gilberto Blick MD,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-01-13
385,827,1,X0,deluxe_room,holiday,3,3,Patience Littel,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-01-03
386,828,4,N2,normal_room,holiday,1,4,Celine Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-18
386,829,4,N3,normal_room,holiday,1,4,Celine Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-18
386,830,4,N9,normal_room,holiday,1,4,Celine Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-18
386,831,4,N10,normal_room,holiday,1,4,Celine Durgan,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-18
387,832,5,L4,conference_room_large,party,50,38,Jessy Schuppe,4,simple-breakfast,1,18:04:00,8,150,1200,5,1205,2016-02-27
388,833,4,N39,normal_room,holiday,1,3,Dr. Norwood Rau,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-03-13
388,834,4,N40,normal_room,holiday,1,3,Dr. Norwood Rau,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-03-13
388,835,4,N41,normal_room,holiday,1,3,Dr. Norwood Rau,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-03-13
389,836,2,D5,double_room,holiday,3,1,Mr. Waylon Steuber,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-01-22
390,837,4,N17,normal_room,holiday,1,5,Shaun Tromp II,13,super soup,1,12:28:00,10,80,800,14,814,2016-02-07
390,838,4,N18,normal_room,holiday,1,5,Shaun Tromp II,11,vegetarian lasagna,4,20:51:00,10,80,800,64,864,2016-02-07
390,839,4,N19,normal_room,holiday,1,5,Shaun Tromp II,NULL,NULL,NULL,NULL,10,80,800,0,800,2016-02-07
390,840,4,N20,normal_room,holiday,1,5,Shaun Tromp II,NULL,NULL,NULL,NULL,10,80,800,0,800,2016-02-07
390,841,4,N21,normal_room,holiday,1,5,Shaun Tromp II,5,french-breakfast,1,03:29:00,10,80,800,7,807,2016-02-07
391,842,5,L4,conference_room_large,wedding,50,58,Evelyn Powlowski,10,surf 'n turf,1,06:11:00,1,150,150,17,167,2016-01-29
391,843,5,L5,conference_room_large,wedding,50,58,Evelyn Powlowski,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-29
392,844,2,D10,double_room,business,3,4,Xiomara Roberts DDS,NULL,NULL,NULL,NULL,6,100,600,0,600,2016-03-05
392,845,2,D11,double_room,business,3,4,Xiomara Roberts DDS,NULL,NULL,NULL,NULL,6,100,600,0,600,2016-03-05
393,846,5,L21,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,4,simple-breakfast,2,16:11:00,6,150,900,10,910,2016-03-09
393,846,5,L21,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,5,french-breakfast,3,05:05:00,6,150,900,21,921,2016-03-09
393,846,5,L21,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,6,deluxe-breakfast,1,05:33:00,6,150,900,12,912,2016-03-09
393,846,5,L21,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,13,super soup,1,16:02:00,6,150,900,14,914,2016-03-09
393,846,5,L21,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,14,coffee,4,02:51:00,6,150,900,12,912,2016-03-09
393,847,5,L22,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,1,soft-drink,1,12:45:00,6,150,900,3,903,2016-03-09
393,847,5,L22,conference_room_large,wedding,50,51,Zaniyah Heathcote DVM,11,vegetarian lasagna,5,12:20:00,6,150,900,80,980,2016-03-09
394,848,4,N23,normal_room,business,1,2,Vernie Zieme,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-27
394,849,4,N24,normal_room,business,1,2,Vernie Zieme,3,wine,4,03:30:00,4,80,320,14,334,2016-01-27
395,850,2,D4,double_room,business,3,4,Miss Carmelita Abshire,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-22
395,851,2,D5,double_room,business,3,4,Miss Carmelita Abshire,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-22
396,852,4,N13,normal_room,business,1,3,Michaele Weber,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-03-20
396,853,4,N14,normal_room,business,1,3,Michaele Weber,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-03-20
396,854,4,N15,normal_room,business,1,3,Michaele Weber,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-03-20
397,855,4,N16,normal_room,business,1,4,Melony O'Connell,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-08
397,856,4,N17,normal_room,business,1,4,Melony O'Connell,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-08
397,857,4,N27,normal_room,business,1,4,Melony O'Connell,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-08
397,858,4,N28,normal_room,business,1,4,Melony O'Connell,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-08
398,859,1,X4,deluxe_room,business,3,1,Lovett Wunsch,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-21
399,860,1,X13,deluxe_room,business,3,1,Mearl Morar,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-02-04
400,861,5,L3,conference_room_large,conference,50,43,Rasheed Altenwerth PhD,4,simple-breakfast,3,12:25:00,3,150,450,15,465,2016-01-13
400,861,5,L3,conference_room_large,conference,50,43,Rasheed Altenwerth PhD,14,coffee,1,06:36:00,3,150,450,3,453,2016-01-13
401,862,3,S7,conference_room_small,party,15,50,Ms. Bertina Klein,11,vegetarian lasagna,1,17:33:00,3,80,240,16,256,2016-01-13
401,863,3,S8,conference_room_small,party,15,50,Ms. Bertina Klein,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-13
401,864,3,S47,conference_room_small,party,15,50,Ms. Bertina Klein,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-13
401,865,3,S48,conference_room_small,party,15,50,Ms. Bertina Klein,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-13
402,866,5,L3,conference_room_large,party,50,38,Denine Kuhic,8,deluxe-lunch,3,09:53:00,10,150,1500,30,1530,2016-02-25
403,NULL,NULL,NULL,NULL,business,NULL,2,Tennie Macejkovic,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,2016-02-13
404,867,3,S85,conference_room_small,conference,15,34,Mrs. Shannon Waelchi,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-21
404,868,3,S100,conference_room_small,conference,15,34,Mrs. Shannon Waelchi,4,simple-breakfast,2,08:11:00,1,80,80,10,90,2016-03-21
404,869,3,S112,conference_room_small,conference,15,34,Mrs. Shannon Waelchi,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-21
405,870,5,L3,conference_room_large,party,50,40,Romeo Stanton,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-01
406,871,1,X6,deluxe_room,business,3,2,Kecia Mohr MD,NULL,NULL,NULL,NULL,9,150,1350,0,1350,2016-02-15
407,872,1,X9,deluxe_room,holiday,3,3,Ila Bahringer,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-18
408,873,1,X13,deluxe_room,holiday,3,6,Gearld Torp,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-17
408,874,1,X14,deluxe_room,holiday,3,6,Gearld Torp,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-17
409,875,5,L2,conference_room_large,wedding,50,60,Tasia Ward,9,steak 'n stuff,4,06:48:00,3,150,450,72,522,2016-01-24
409,876,5,L11,conference_room_large,wedding,50,60,Tasia Ward,7,simple-lunch,5,04:38:00,3,150,450,25,475,2016-01-24
409,876,5,L11,conference_room_large,wedding,50,60,Tasia Ward,9,steak 'n stuff,5,12:34:00,3,150,450,90,540,2016-01-24
410,877,5,L4,conference_room_large,party,50,68,Koby Hartmann,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-02-22
410,878,5,L5,conference_room_large,party,50,68,Koby Hartmann,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-02-22
411,879,2,D3,double_room,business,3,1,Jerilynn Kris,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-01-29
412,880,4,N42,normal_room,holiday,1,2,Rossie Kuhlman,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-14
412,881,4,N43,normal_room,holiday,1,2,Rossie Kuhlman,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-14
413,882,2,D1,double_room,holiday,3,4,Joselin Davis,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-01-30
413,883,2,D2,double_room,holiday,3,4,Joselin Davis,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-01-30
414,884,5,L6,conference_room_large,wedding,50,65,Caryl Stehr,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-29
414,885,5,L7,conference_room_large,wedding,50,65,Caryl Stehr,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-29
415,886,4,N11,normal_room,vacation,1,1,Mrs. Arabella Bernhard,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-11
416,887,5,L6,conference_room_large,wedding,50,54,Vinson Luettgen I,9,steak 'n stuff,3,02:07:00,2,150,300,54,354,2016-03-25
416,888,5,L12,conference_room_large,wedding,50,54,Vinson Luettgen I,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-25
417,889,2,D12,double_room,business,3,6,Braden Connelly,NULL,NULL,NULL,NULL,7,100,700,0,700,2016-03-03
417,890,2,D13,double_room,business,3,6,Braden Connelly,NULL,NULL,NULL,NULL,7,100,700,0,700,2016-03-03
418,891,2,D1,double_room,holiday,3,2,Byrd Stracke,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-08
419,NULL,NULL,NULL,NULL,holiday,NULL,4,Mrs. Launa Adams,NULL,NULL,NULL,NULL,3,NULL,NULL,0,NULL,2016-02-29
420,892,2,D4,double_room,business,3,3,Miss Nyree Kuhlman,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-03-18
421,893,2,D11,double_room,holiday,3,5,Thursa Lynch,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-03-11
421,894,2,D16,double_room,holiday,3,5,Thursa Lynch,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-03-11
422,895,5,L2,conference_room_large,party,50,58,Ms. Bama Abshire,11,vegetarian lasagna,2,03:30:00,2,150,300,32,332,2016-02-15
422,896,5,L3,conference_room_large,party,50,58,Ms. Bama Abshire,0,water,5,13:00:00,2,150,300,12.5,312.5,2016-02-15
422,896,5,L3,conference_room_large,party,50,58,Ms. Bama Abshire,11,vegetarian lasagna,3,23:31:00,2,150,300,48,348,2016-02-15
423,897,4,N44,normal_room,business,1,4,Ruffin Hagenes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
423,898,4,N45,normal_room,business,1,4,Ruffin Hagenes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
423,899,4,N46,normal_room,business,1,4,Ruffin Hagenes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
423,900,4,N47,normal_room,business,1,4,Ruffin Hagenes,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
424,901,2,D14,double_room,holiday,3,2,Jaquez West,9,steak 'n stuff,1,11:09:00,10,100,1000,18,1018,2016-02-29
425,902,5,L1,conference_room_large,party,50,32,Fernanda Blick,14,coffee,3,03:54:00,10,150,1500,9,1509,2016-01-12
426,903,1,X7,deluxe_room,business,3,3,Dana Hickle,NULL,NULL,NULL,NULL,10,150,1500,0,1500,2016-02-13
427,904,1,X12,deluxe_room,holiday,3,5,Othel Fay DVM,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-01-25
427,905,1,X18,deluxe_room,holiday,3,5,Othel Fay DVM,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-01-25
428,906,1,X3,deluxe_room,business,3,1,Julissa Thompson,NULL,NULL,NULL,NULL,10,150,1500,0,1500,2016-03-03
429,907,2,D4,double_room,holiday,3,3,Mr. Brycen Satterfield,NULL,NULL,NULL,NULL,8,100,800,0,800,2016-01-29
430,NULL,NULL,NULL,NULL,party,NULL,78,Jase Koss MD,NULL,NULL,NULL,NULL,6,NULL,NULL,0,NULL,2016-01-28
431,908,5,L4,conference_room_large,party,50,37,Dr. Harrison Hermiston,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-26
432,909,5,L6,conference_room_large,wedding,50,44,Patric Zemlak PhD,4,simple-breakfast,4,10:04:00,2,150,300,20,320,2016-02-26
433,NULL,NULL,NULL,NULL,holiday,NULL,3,Mr. Hilario Heaney I,NULL,NULL,NULL,NULL,3,NULL,NULL,0,NULL,2016-01-18
434,910,5,L8,conference_room_large,wedding,50,37,Volney Kuphal,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-03-14
435,911,2,D15,double_room,business,3,3,Garth Howe,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-03-07
436,912,1,X0,deluxe_room,holiday,3,3,Wilhelmine Wolf,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-11
437,913,2,D5,double_room,holiday,3,8,Luciana Padberg,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-01-28
437,914,2,D7,double_room,holiday,3,8,Luciana Padberg,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-01-28
437,915,2,D9,double_room,holiday,3,8,Luciana Padberg,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-01-28
438,916,5,L4,conference_room_large,party,50,46,Kaitlin Hahn,10,surf 'n turf,4,19:09:00,4,150,600,68,668,2016-02-13
439,917,2,D2,double_room,business,3,3,Autumn Halvorson,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-02-23
440,918,1,X8,deluxe_room,business,3,5,Dani Wisoky DVM,2,beer,1,15:37:00,11,150,1650,3.5,1653.5,2016-01-19
440,919,1,X9,deluxe_room,business,3,5,Dani Wisoky DVM,13,super soup,4,15:09:00,11,150,1650,56,1706,2016-01-19
441,920,1,X1,deluxe_room,business,3,4,Alvira Botsford,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-03-19
441,921,1,X2,deluxe_room,business,3,4,Alvira Botsford,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-03-19
442,922,4,N48,normal_room,holiday,1,5,Emil Bruen,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-12
442,923,4,N49,normal_room,holiday,1,5,Emil Bruen,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-12
442,924,4,N50,normal_room,holiday,1,5,Emil Bruen,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-12
442,925,4,N51,normal_room,holiday,1,5,Emil Bruen,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-12
442,926,4,N52,normal_room,holiday,1,5,Emil Bruen,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-03-12
443,927,1,X2,deluxe_room,holiday,3,5,Geri Feeney,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-08
443,928,1,X9,deluxe_room,holiday,3,5,Geri Feeney,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-08
444,929,3,S4,conference_room_small,wedding,15,44,Garrett Abshire,0,water,2,07:38:00,13,80,1040,5,1045,2016-03-19
444,929,3,S4,conference_room_small,wedding,15,44,Garrett Abshire,8,deluxe-lunch,3,20:45:00,13,80,1040,30,1070,2016-03-19
444,929,3,S4,conference_room_small,wedding,15,44,Garrett Abshire,13,super soup,1,18:35:00,13,80,1040,14,1054,2016-03-19
444,930,3,S5,conference_room_small,wedding,15,44,Garrett Abshire,4,simple-breakfast,5,05:38:00,13,80,1040,25,1065,2016-03-19
444,930,3,S5,conference_room_small,wedding,15,44,Garrett Abshire,4,simple-breakfast,5,15:59:00,13,80,1040,25,1065,2016-03-19
444,931,3,S6,conference_room_small,wedding,15,44,Garrett Abshire,4,simple-breakfast,4,15:03:00,13,80,1040,20,1060,2016-03-19
445,932,5,L0,conference_room_large,party,50,71,Laquan Weber,0,water,1,13:31:00,5,150,750,2.5,752.5,2016-02-02
445,932,5,L0,conference_room_large,party,50,71,Laquan Weber,8,deluxe-lunch,5,11:35:00,5,150,750,50,800,2016-02-02
445,932,5,L0,conference_room_large,party,50,71,Laquan Weber,11,vegetarian lasagna,5,19:21:00,5,150,750,80,830,2016-02-02
445,933,5,L1,conference_room_large,party,50,71,Laquan Weber,2,beer,3,11:28:00,5,150,750,10.5,760.5,2016-02-02
446,934,5,L2,conference_room_large,conference,50,14,Offie Donnelly,5,french-breakfast,5,07:37:00,4,150,600,35,635,2016-01-10
446,934,5,L2,conference_room_large,conference,50,14,Offie Donnelly,13,super soup,4,00:20:00,4,150,600,56,656,2016-01-10
447,935,4,N29,normal_room,holiday,1,1,Tatsuo Stamm,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-07
448,936,4,N4,normal_room,business,1,2,Claiborne Feeney,NULL,NULL,NULL,NULL,8,80,640,0,640,2016-02-09
448,937,4,N5,normal_room,business,1,2,Claiborne Feeney,7,simple-lunch,5,11:06:00,8,80,640,25,665,2016-02-09
449,938,5,L5,conference_room_large,conference,50,19,Haleigh Schoen DDS,1,soft-drink,3,23:33:00,3,150,450,9,459,2016-03-07
449,938,5,L5,conference_room_large,conference,50,19,Haleigh Schoen DDS,13,super soup,2,10:41:00,3,150,450,28,478,2016-03-07
450,939,3,S16,conference_room_small,party,15,44,Pasquale Morissette I,1,soft-drink,4,15:14:00,4,80,320,12,332,2016-03-13
450,940,3,S17,conference_room_small,party,15,44,Pasquale Morissette I,10,surf 'n turf,3,07:31:00,4,80,320,51,371,2016-03-13
450,941,3,S18,conference_room_small,party,15,44,Pasquale Morissette I,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-03-13
451,942,5,L8,conference_room_large,conference,50,21,Micayla Shields,NULL,NULL,NULL,NULL,6,150,900,0,900,2016-02-14
452,943,4,N53,normal_room,holiday,1,7,Magen Mertz,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
452,944,4,N54,normal_room,holiday,1,7,Magen Mertz,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
452,945,4,N55,normal_room,holiday,1,7,Magen Mertz,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
452,946,4,N56,normal_room,holiday,1,7,Magen Mertz,NULL,NULL,NULL,NULL,6,80,480,0,480,2016-03-15
